char_id,char_name,char_lv,char_rank,char_type,atk_dmg,atk_speed,atk_range,atk_addcount,bullet_count,bullet_speed,char_hp,crt_chance,crt_dmg,skill_id1,skill_id2,skill_id3,skill_id4,skill_id5,skill_id6,Info,image_PrefabName,data_AssetName,bullet_PrefabName,projectile_AssetName,hitEffect_AssetName,card_imageName,icon_imageName
12010101,하나,1,2,1,28,0.62,11,5,1,8,320,8.4,1.62,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina11,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12020101,하나,2,2,1,34,0.65,11.4,6,1,8,340,10.6,1.69,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina12,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12030101,하나,3,2,1,40,0.68,11.7,7,1,8,360,12.5,1.75,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina13,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12040101,하나,4,2,1,46,0.71,11.9,8,1,8,380,13.9,1.8,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina14,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12050101,하나,5,2,1,52,0.74,12.1,9,1,8,400,15,1.84,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina15,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12060101,하나,6,2,1,58,0.77,12.2,10,1,8,420,15.6,1.86,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina16,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12070101,하나,7,2,1,64,0.8,12.3,11,1,8,440,15.9,1.87,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina17,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12080101,하나,8,2,1,70,0.83,12.3,12,1,8,460,16,1.87,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina18,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12090101,하나,9,2,1,76,0.86,12.4,13,1,8,480,16.5,1.89,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina19,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
12100101,하나,10,2,1,82,0.89,12.5,14,1,8,500,17.5,1.92,32102,31202,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina20,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13010101,하나,1,3,1,32,0.64,12,7,1,8,340,9.1,1.76,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina21,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13020101,하나,2,3,1,38,0.67,12.4,8,1,8,360,11.6,1.85,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina22,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13030101,하나,3,3,1,44,0.7,12.7,9,1,8,380,13.6,1.91,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina23,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13040101,하나,4,3,1,50,0.73,13,10,1,8,400,15.2,1.97,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina24,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13050101,하나,5,3,1,56,0.76,13.2,11,1,8,420,16.3,2,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina25,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13060101,하나,6,3,1,62,0.79,13.3,12,1,8,440,17,2.03,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina26,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13070101,하나,7,3,1,68,0.82,13.4,13,1,8,460,17.3,2.04,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina27,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13080101,하나,8,3,1,74,0.85,13.4,14,1,8,480,17.5,2.04,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina28,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13090101,하나,9,3,1,80,0.88,13.5,15,1,8,500,18,2.06,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina29,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
13100101,하나,10,3,1,86,0.91,13.7,16,1,8,520,19.1,2.1,32102,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina30,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14010101,하나,1,4,1,36,0.66,13,9,1,8,360,9.9,1.91,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina31,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14020101,하나,2,4,1,42,0.69,13.4,10,1,8,380,12.5,2,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina32,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14030101,하나,3,4,1,48,0.72,13.8,11,1,8,400,14.7,2.07,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina33,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14040101,하나,4,4,1,54,0.75,14.1,12,1,8,420,16.4,2.13,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina34,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14050101,하나,5,4,1,60,0.78,14.3,13,1,8,440,17.7,2.17,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina35,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14060101,하나,6,4,1,66,0.81,14.4,14,1,8,460,18.5,2.2,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina36,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14070101,하나,7,4,1,72,0.84,14.5,15,1,8,480,18.8,2.21,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina37,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14080101,하나,8,4,1,78,0.87,14.5,16,1,8,500,18.9,2.21,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina38,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14090101,하나,9,4,1,84,0.9,14.6,17,1,8,520,19.6,2.23,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina39,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
14100101,하나,10,4,1,90,0.93,14.8,18,1,8,540,20.6,2.27,32115,31203,0,0,0,0,"키 : 161cm\n나이 : 만 18세\n성격 : 긍정적이고 용감한 외향적 성격\n배경 : 하나는 어릴 때부터 아이돌을 꿈꾸며 수많은 시행착오를 겪었지만, 포기하지 않고 무대를 향해 꾸준히 노력했다. 그러던 어느 날 혼자 나선 길거리 버스킹 공연에서 천사에게 명함을 건네 받고 직접 스카우트된다. 넘치는 꿈 에너지와 긍정적인 감정 덕분에 천사의 첫 번째 캐스팅 멤버가 되었다.",HanaCharacter,hina40,baseBullet,YellowHeartProjectile,YellowHeartHit,FDhana,hanaicon
11010502,세라,1,1,5,20,0.62,10,3,1,8,360,6.8,1.47,32103,31204,0,0,0,0,"키 : 163cm\n나이 : 만 20세\n성격 : 조용하고 차분한 내성적 성격\n배경 : 곧 데뷔를 시켜주겠다는 이전 소속사 사장의 말에 어렸을 때부터 연습생 신분으로 살아왔다. 그러나 데뷔조에 들어도 팀 색깔과 맞지 않다는 이유로 데뷔하지 못하고 방황하게 된다. 이때, 꿈 에너지와 동시에 부정적인 감정 에너지를 감지한 데스모니카의 타겟이 되었다가 천사가 접촉하여 하트 스테이지에 영입하게 됐다.",SeraCharacter,sera1,baseBullet,GreenHeartProjectile,StarHit,FDsera,seraicon
