Upgrade_ID,Upgrade_char,Upgrade_ingrd_C1,Upgrade_ingrd_Itm1,Ingrd_Itm1_amount,Upgrade_ingrd_Itm2,Ingrd_Itm2_amount,Upgrade_info
9022005,12050502,11050502,7113,10,0,0,캐릭터 세라 (등급2 lv5) = 세라 (등급1 lv5) + (7110) 10개
9022006,12060502,11060502,7113,10,0,0,캐릭터 세라 (등급2 lv6) = 세라 (등급1 lv6) + (7110) 10개
9022007,12070502,11070502,7113,10,0,0,캐릭터 세라 (등급2 lv7) = 세라 (등급1 lv7) + (7110) 10개
9022008,12080502,11080502,7113,10,0,0,캐릭터 세라 (등급2 lv8) = 세라 (등급1 lv8) + (7110) 10개
9022009,12090502,11090502,7113,10,0,0,캐릭터 세라 (등급2 lv9) = 세라 (등급1 lv9) + (7110) 10개
9022010,12100502,11100502,7113,10,0,0,캐릭터 세라 (등급2 lv10) = 세라 (등급1 lv10) + (7110) 10개
9023001,13010502,12010502,7113,20,0,0,캐릭터 세라 (등급3 lv1)을 만들기 위해서는 캐릭터 세라 (등급2 lv1) + 세라 캐릭터 조각 20개 가 필요하다.
9023002,13020502,12020502,7113,20,0,0,캐릭터 세라 (등급3 lv2) = 세라 (등급2 lv2) + (7110) 20개
9023003,13030502,12030502,7113,20,0,0,캐릭터 세라 (등급3 lv3) = 세라 (등급2 lv3) + (7110) 20개
9023004,13040502,12040502,7113,20,0,0,캐릭터 세라 (등급3 lv4) = 세라 (등급2 lv4) + (7110) 20개
9023005,13050502,12050502,7113,20,0,0,캐릭터 세라 (등급3 lv5) = 세라 (등급2 lv5) + (7110) 20개
9023006,13060502,12060502,7113,20,0,0,캐릭터 세라 (등급3 lv6) = 세라 (등급2 lv6) + (7110) 20개
9023007,13070502,12070502,7113,20,0,0,캐릭터 세라 (등급3 lv7) = 세라 (등급2 lv7) + (7110) 20개
9023008,13080502,12080502,7113,20,0,0,캐릭터 세라 (등급3 lv8) = 세라 (등급2 lv8) + (7110) 20개
9023009,13090502,12090502,7113,20,0,0,캐릭터 세라 (등급3 lv9) = 세라 (등급2 lv9) + (7110) 20개
9023010,13100502,12100502,7113,20,0,0,캐릭터 세라 (등급3 lv10) = 세라 (등급2 lv10) + (7110) 20개
9024001,14010502,13010502,7113,30,0,0,캐릭터 세라 (등급4 lv1)을 만들기 위해서는 캐릭터 세라 (등급3 lv1) + 세라 캐릭터 조각 30개 가 필요하다.
9024002,14020502,13020502,7113,30,0,0,캐릭터 세라 (등급4 lv2) = 세라 (등급3 lv2) + (7110) 30개
9024003,14030502,13030502,7113,30,0,0,캐릭터 세라 (등급4 lv3) = 세라 (등급3 lv3) + (7110) 30개
9024004,14040502,13040502,7113,30,0,0,캐릭터 세라 (등급4 lv4) = 세라 (등급3 lv4) + (7110) 30개
9024005,14050502,13050502,7113,30,0,0,캐릭터 세라 (등급4 lv5) = 세라 (등급3 lv5) + (7110) 30개
9024006,14060502,13060502,7113,30,0,0,캐릭터 세라 (등급4 lv6) = 세라 (등급3 lv6) + (7110) 30개
9024007,14070502,13070502,7113,30,0,0,캐릭터 세라 (등급4 lv7) = 세라 (등급3 lv7) + (7110) 30개
9024008,14080502,13080502,7113,30,0,0,캐릭터 세라 (등급4 lv8) = 세라 (등급3 lv8) + (7110) 30개
9024009,14090502,13090502,7113,30,0,0,캐릭터 세라 (등급4 lv9) = 세라 (등급3 lv9) + (7110) 30개
9024010,14100502,13100502,7113,30,0,0,캐릭터 세라 (등급4 lv10) = 세라 (등급3 lv10) + (7110) 30개
9032001,12010403,11010403,7114,10,0,0,캐릭터 리아 (등급2 lv1)을 만들기 위해서는 캐릭터 리아 (등급1 lv1) + 리아 캐릭터 조각 10개 가 필요하다.
9032002,12020403,11020403,7114,10,0,0,캐릭터 리아 (등급2 lv2) = 리아 (등급1 lv2) + (7110) 10개
9032003,12030403,11030403,7114,10,0,0,캐릭터 리아 (등급2 lv3) = 리아 (등급1 lv3) + (7110) 10개
9032004,12040403,11040403,7114,10,0,0,캐릭터 리아 (등급2 lv4) = 리아 (등급1 lv4) + (7110) 1개
9032005,12050403,11050403,7114,10,0,0,캐릭터 리아 (등급2 lv5) = 리아 (등급1 lv5) + (7110) 10개
9032006,12060403,11060403,7114,10,0,0,캐릭터 리아 (등급2 lv6) = 리아 (등급1 lv6) + (7110) 10개
9032007,12070403,11070403,7114,10,0,0,캐릭터 리아 (등급2 lv7) = 리아 (등급1 lv7) + (7110) 10개
9032008,12080403,11080403,7114,10,0,0,캐릭터 리아 (등급2 lv8) = 리아 (등급1 lv8) + (7110) 10개
9032009,12090403,11090403,7114,10,0,0,캐릭터 리아 (등급2 lv9) = 리아 (등급1 lv9) + (7110) 10개
9032010,12100403,11100403,7114,10,0,0,캐릭터 리아 (등급2 lv10) = 리아 (등급1 lv10) + (7110) 10개
9033001,13010403,12010403,7114,20,0,0,캐릭터 리아 (등급3 lv1)을 만들기 위해서는 캐릭터 리아 (등급2 lv1) + 리아 캐릭터 조각 20개 가 필요하다.
9033002,13020403,12020403,7114,20,0,0,캐릭터 리아 (등급3 lv2) = 리아 (등급2 lv2) + (7110) 20개
9033003,13030403,12030403,7114,20,0,0,캐릭터 리아 (등급3 lv3) = 리아 (등급2 lv3) + (7110) 20개
9033004,13040403,12040403,7114,20,0,0,캐릭터 리아 (등급3 lv4) = 리아 (등급2 lv4) + (7110) 20개
9033005,13050403,12050403,7114,20,0,0,캐릭터 리아 (등급3 lv5) = 리아 (등급2 lv5) + (7110) 20개
9033006,13060403,12060403,7114,20,0,0,캐릭터 리아 (등급3 lv6) = 리아 (등급2 lv6) + (7110) 20개
9033007,13070403,12070403,7114,20,0,0,캐릭터 리아 (등급3 lv7) = 리아 (등급2 lv7) + (7110) 20개
9033008,13080403,12080403,7114,20,0,0,캐릭터 리아 (등급3 lv8) = 리아 (등급2 lv8) + (7110) 20개
9033009,13090403,12090403,7114,20,0,0,캐릭터 리아 (등급3 lv9) = 리아 (등급2 lv9) + (7110) 20개
9033010,13100403,12100403,7114,20,0,0,캐릭터 리아 (등급3 lv10) = 리아 (등급2 lv10) + (7110) 20개
9034001,14010403,13010403,7114,30,0,0,캐릭터 리아 (등급4 lv1)을 만들기 위해서는 캐릭터 리아 (등급3 lv1) + 리아 캐릭터 조각 30개 가 필요하다.
9034002,14020403,13020403,7114,30,0,0,캐릭터 리아 (등급4 lv2) = 리아 (등급3 lv2) + (7110) 30개
9034003,14030403,13030403,7114,30,0,0,캐릭터 리아 (등급4 lv3) = 리아 (등급3 lv3) + (7110) 30개
9034004,14040403,13040403,7114,30,0,0,캐릭터 리아 (등급4 lv4) = 리아 (등급3 lv4) + (7110) 30개
9034005,14050403,13050403,7114,30,0,0,캐릭터 리아 (등급4 lv5) = 리아 (등급3 lv5) + (7110) 30개
9034006,14060403,13060403,7114,30,0,0,캐릭터 리아 (등급4 lv6) = 리아 (등급3 lv6) + (7110) 30개
9034007,14070403,13070403,7114,30,0,0,캐릭터 리아 (등급4 lv7) = 리아 (등급3 lv7) + (7110) 30개
9034008,14080403,13080403,7114,30,0,0,캐릭터 리아 (등급4 lv8) = 리아 (등급3 lv8) + (7110) 30개
9034009,14090403,13090403,7114,30,0,0,캐릭터 리아 (등급4 lv9) = 리아 (등급3 lv9) + (7110) 30개
9034010,14100403,13100403,7114,30,0,0,캐릭터 리아 (등급4 lv10) = 리아 (등급3 lv10) + (7110) 30개
9042001,12010504,11010504,7115,10,0,0,캐릭터 지안 (등급2 lv1)을 만들기 위해서는 캐릭터 지안 (등급1 lv1) + 지안 캐릭터 조각 10개 가 필요하다.
9042002,12020504,11020504,7115,10,0,0,캐릭터 지안 (등급2 lv2) = 지안 (등급1 lv2) + (7110) 10개
9042003,12030504,11030504,7115,10,0,0,캐릭터 지안 (등급2 lv3) = 지안 (등급1 lv3) + (7110) 10개
9042004,12040504,11040504,7115,10,0,0,캐릭터 지안 (등급2 lv4) = 지안 (등급1 lv4) + (7110) 1개
9042005,12050504,11050504,7115,10,0,0,캐릭터 지안 (등급2 lv5) = 지안 (등급1 lv5) + (7110) 10개
9042006,12060504,11060504,7115,10,0,0,캐릭터 지안 (등급2 lv6) = 지안 (등급1 lv6) + (7110) 10개
9042007,12070504,11070504,7115,10,0,0,캐릭터 지안 (등급2 lv7) = 지안 (등급1 lv7) + (7110) 10개
9042008,12080504,11080504,7115,10,0,0,캐릭터 지안 (등급2 lv8) = 지안 (등급1 lv8) + (7110) 10개
9042009,12090504,11090504,7115,10,0,0,캐릭터 지안 (등급2 lv9) = 지안 (등급1 lv9) + (7110) 10개
9042010,12100504,11100504,7115,10,0,0,캐릭터 지안 (등급2 lv10) = 지안 (등급1 lv10) + (7110) 10개
9043001,13010504,12010504,7115,20,0,0,캐릭터 지안 (등급3 lv1)을 만들기 위해서는 캐릭터 지안 (등급2 lv1) + 지안 캐릭터 조각 20개 가 필요하다.
9043002,13020504,12020504,7115,20,0,0,캐릭터 지안 (등급3 lv2) = 지안 (등급2 lv2) + (7110) 20개
9043003,13030504,12030504,7115,20,0,0,캐릭터 지안 (등급3 lv3) = 지안 (등급2 lv3) + (7110) 20개
9043004,13040504,12040504,7115,20,0,0,캐릭터 지안 (등급3 lv4) = 지안 (등급2 lv4) + (7110) 20개
9043005,13050504,12050504,7115,20,0,0,캐릭터 지안 (등급3 lv5) = 지안 (등급2 lv5) + (7110) 20개
9043006,13060504,12060504,7115,20,0,0,캐릭터 지안 (등급3 lv6) = 지안 (등급2 lv6) + (7110) 20개
9043007,13070504,12070504,7115,20,0,0,캐릭터 지안 (등급3 lv7) = 지안 (등급2 lv7) + (7110) 20개
9043008,13080504,12080504,7115,20,0,0,캐릭터 지안 (등급3 lv8) = 지안 (등급2 lv8) + (7110) 20개
9043009,13090504,12090504,7115,20,0,0,캐릭터 지안 (등급3 lv9) = 지안 (등급2 lv9) + (7110) 20개
9043010,13100504,12100504,7115,20,0,0,캐릭터 지안 (등급3 lv10) = 지안 (등급2 lv10) + (7110) 20개
9044001,14010504,13010504,7115,30,0,0,캐릭터 지안 (등급4 lv1)을 만들기 위해서는 캐릭터 지안 (등급3 lv1) + 지안 캐릭터 조각 30개 가 필요하다.
9044002,14020504,13020504,7115,30,0,0,캐릭터 지안 (등급4 lv2) = 지안 (등급3 lv2) + (7110) 30개
9044003,14030504,13030504,7115,30,0,0,캐릭터 지안 (등급4 lv3) = 지안 (등급3 lv3) + (7110) 30개
9044004,14040504,13040504,7115,30,0,0,캐릭터 지안 (등급4 lv4) = 지안 (등급3 lv4) + (7110) 30개
9044005,14050504,13050504,7115,30,0,0,캐릭터 지안 (등급4 lv5) = 지안 (등급3 lv5) + (7110) 30개
9044006,14060504,13060504,7115,30,0,0,캐릭터 지안 (등급4 lv6) = 지안 (등급3 lv6) + (7110) 30개
9044007,14070504,13070504,7115,30,0,0,캐릭터 지안 (등급4 lv7) = 지안 (등급3 lv7) + (7110) 30개
9044008,14080504,13080504,7115,30,0,0,캐릭터 지안 (등급4 lv8) = 지안 (등급3 lv8) + (7110) 30개
9044009,14090504,13090504,7115,30,0,0,캐릭터 지안 (등급4 lv9) = 지안 (등급3 lv9) + (7110) 30개
9044010,14100504,13100504,7115,30,0,0,캐릭터 지안 (등급4 lv10) = 지안 (등급3 lv10) + (7110) 30개
9052001,12010105,11010105,7106,1,0,0,캐릭터 승아 (등급2 lv1)을 만들기 위해서는 캐릭터 승아 (등급1 lv1) + 완전한 '승아' 캐릭터 조각 모음 1개 가 필요하다.
9052002,12020105,11020105,7106,1,0,0,캐릭터 승아 (등급2 lv2) = 승아 (등급1 lv2) + (7110) 1개
9052003,12030105,11030105,7106,1,0,0,캐릭터 승아 (등급2 lv3) = 승아 (등급1 lv3) + (7110) 1개
9052004,12040105,11040105,7106,1,0,0,캐릭터 승아 (등급2 lv4) = 승아 (등급1 lv4) + (7110) 1개
9052005,12050105,11050105,7106,1,0,0,캐릭터 승아 (등급2 lv5) = 승아 (등급1 lv5) + (7110) 1개
9052006,12060105,11060105,7106,1,0,0,캐릭터 승아 (등급2 lv6) = 승아 (등급1 lv6) + (7110) 1개
9052007,12070105,11070105,7106,1,0,0,캐릭터 승아 (등급2 lv7) = 승아 (등급1 lv7) + (7110) 1개
9052008,12080105,11080105,7106,1,0,0,캐릭터 승아 (등급2 lv8) = 승아 (등급1 lv8) + (7110) 1개
9052009,12090105,11090105,7106,1,0,0,캐릭터 승아 (등급2 lv9) = 승아 (등급1 lv9) + (7110) 1개
9052010,12100105,11100105,7106,1,0,0,캐릭터 승아 (등급2 lv10) = 승아 (등급1 lv10) + (7110) 1개
9053001,13010105,12010105,7106,2,0,0,캐릭터 승아 (등급3 lv1)을 만들기 위해서는 캐릭터 승아 (등급2 lv1) + 완전한 '승아' 캐릭터 조각 모음 2개 가 필요하다.
9053002,13020105,12020105,7106,2,0,0,캐릭터 승아 (등급3 lv2) = 승아 (등급2 lv2) + (7110) 2개
9053003,13030105,12030105,7106,2,0,0,캐릭터 승아 (등급3 lv3) = 승아 (등급2 lv3) + (7110) 2개
9053004,13040105,12040105,7106,2,0,0,캐릭터 승아 (등급3 lv4) = 승아 (등급2 lv4) + (7110) 2개
9053005,13050105,12050105,7106,2,0,0,캐릭터 승아 (등급3 lv5) = 승아 (등급2 lv5) + (7110) 2개
9053006,13060105,12060105,7106,2,0,0,캐릭터 승아 (등급3 lv6) = 승아 (등급2 lv6) + (7110) 2개
9053007,13070105,12070105,7106,2,0,0,캐릭터 승아 (등급3 lv7) = 승아 (등급2 lv7) + (7110) 2개
9053008,13080105,12080105,7106,2,0,0,캐릭터 승아 (등급3 lv8) = 승아 (등급2 lv8) + (7110) 2개
9053009,13090105,12090105,7106,2,0,0,캐릭터 승아 (등급3 lv9) = 승아 (등급2 lv9) + (7110) 2개
9053010,13100105,12100105,7106,2,0,0,캐릭터 승아 (등급3 lv10) = 승아 (등급2 lv10) + (7110) 2개
9054001,14010105,13010105,7106,3,0,0,캐릭터 승아 (등급4 lv1)을 만들기 위해서는 캐릭터 승아 (등급3 lv1) + 완전한 '승아' 캐릭터 조각 모음 3개 가 필요하다.
9054002,14020105,13020105,7106,3,0,0,캐릭터 승아 (등급4 lv2) = 승아 (등급3 lv2) + (7110) 3개
9054003,14030105,13030105,7106,3,0,0,캐릭터 승아 (등급4 lv3) = 승아 (등급3 lv3) + (7110) 3개
9054004,14040105,13040105,7106,3,0,0,캐릭터 승아 (등급4 lv4) = 승아 (등급3 lv4) + (7110) 3개
9054005,14050105,13050105,7106,3,0,0,캐릭터 승아 (등급4 lv5) = 승아 (등급3 lv5) + (7110) 3개
9054006,14060105,13060105,7106,3,0,0,캐릭터 승아 (등급4 lv6) = 승아 (등급3 lv6) + (7110) 3개
9054007,14070105,13070105,7106,3,0,0,캐릭터 승아 (등급4 lv7) = 승아 (등급3 lv7) + (7110) 3개
9054008,14080105,13080105,7106,3,0,0,캐릭터 승아 (등급4 lv8) = 승아 (등급3 lv8) + (7110) 3개
9054009,14090105,13090105,7106,3,0,0,캐릭터 승아 (등급4 lv9) = 승아 (등급3 lv9) + (7110) 3개
9054010,14100105,13100105,7106,3,0,0,캐릭터 승아 (등급4 lv10) = 승아 (등급3 lv10) + (7110) 3개
9082001,12010208,11010208,7107,1,0,0,캐릭터 지우 (등급2 lv1)을 만들기 위해서는 캐릭터 지우 (등급1 lv1) + 완전한 '지우' 캐릭터 조각 모음 1개 가 필요하다.
9082002,12020208,11020208,7107,1,0,0,캐릭터 지우 (등급2 lv2) = 지우 (등급1 lv2) + (7110) 1개
9082003,12030208,11030208,7107,1,0,0,캐릭터 지우 (등급2 lv3) = 지우 (등급1 lv3) + (7110) 1개
9082004,12040208,11040208,7107,1,0,0,캐릭터 지우 (등급2 lv4) = 지우 (등급1 lv4) + (7110) 1개
9082005,12050208,11050208,7107,1,0,0,캐릭터 지우 (등급2 lv5) = 지우 (등급1 lv5) + (7110) 1개
9082006,12060208,11060208,7107,1,0,0,캐릭터 지우 (등급2 lv6) = 지우 (등급1 lv6) + (7110) 1개
9082007,12070208,11070208,7107,1,0,0,캐릭터 지우 (등급2 lv7) = 지우 (등급1 lv7) + (7110) 1개
9082008,12080208,11080208,7107,1,0,0,캐릭터 지우 (등급2 lv8) = 지우 (등급1 lv8) + (7110) 1개
9082009,12090208,11090208,7107,1,0,0,캐릭터 지우 (등급2 lv9) = 지우 (등급1 lv9) + (7110) 1개
9082010,12100208,11100208,7107,1,0,0,캐릭터 지우 (등급2 lv10) = 지우 (등급1 lv10) + (7110) 1개
9083001,13010208,12010208,7107,2,0,0,캐릭터 지우 (등급3 lv1)을 만들기 위해서는 캐릭터 지우 (등급2 lv1) + 완전한 '지우' 캐릭터 조각 모음 2개 가 필요하다.
9083002,13020208,12020208,7107,2,0,0,캐릭터 지우 (등급3 lv2) = 지우 (등급2 lv2) + (7110) 2개
9083003,13030208,12030208,7107,2,0,0,캐릭터 지우 (등급3 lv3) = 지우 (등급2 lv3) + (7110) 2개
9083004,13040208,12040208,7107,2,0,0,캐릭터 지우 (등급3 lv4) = 지우 (등급2 lv4) + (7110) 2개
9083005,13050208,12050208,7107,2,0,0,캐릭터 지우 (등급3 lv5) = 지우 (등급2 lv5) + (7110) 2개
9083006,13060208,12060208,7107,2,0,0,캐릭터 지우 (등급3 lv6) = 지우 (등급2 lv6) + (7110) 2개
9083007,13070208,12070208,7107,2,0,0,캐릭터 지우 (등급3 lv7) = 지우 (등급2 lv7) + (7110) 2개
9083008,13080208,12080208,7107,2,0,0,캐릭터 지우 (등급3 lv8) = 지우 (등급2 lv8) + (7110) 2개
9083009,13090208,12090208,7107,2,0,0,캐릭터 지우 (등급3 lv9) = 지우 (등급2 lv9) + (7110) 2개
9083010,13100208,12100208,7107,2,0,0,캐릭터 지우 (등급3 lv10) = 지우 (등급2 lv10) + (7110) 2개
9084001,14010208,13010208,7107,3,0,0,캐릭터 지우 (등급4 lv1)을 만들기 위해서는 캐릭터 지우 (등급3 lv1) + 완전한 '지우' 캐릭터 조각 모음 3개 가 필요하다.
9084002,14020208,13020208,7107,3,0,0,캐릭터 지우 (등급4 lv2) = 지우 (등급3 lv2) + (7110) 3개
9084003,14030208,13030208,7107,3,0,0,캐릭터 지우 (등급4 lv3) = 지우 (등급3 lv3) + (7110) 3개
9084004,14040208,13040208,7107,3,0,0,캐릭터 지우 (등급4 lv4) = 지우 (등급3 lv4) + (7110) 3개
9084005,14050208,13050208,7107,3,0,0,캐릭터 지우 (등급4 lv5) = 지우 (등급3 lv5) + (7110) 3개
9084006,14060208,13060208,7107,3,0,0,캐릭터 지우 (등급4 lv6) = 지우 (등급3 lv6) + (7110) 3개
9084007,14070208,13070208,7107,3,0,0,캐릭터 지우 (등급4 lv7) = 지우 (등급3 lv7) + (7110) 3개
9084008,14080208,13080208,7107,3,0,0,캐릭터 지우 (등급4 lv8) = 지우 (등급3 lv8) + (7110) 3개
9084009,14090208,13090208,7107,3,0,0,캐릭터 지우 (등급4 lv9) = 지우 (등급3 lv9) + (7110) 3개
9084010,14100208,13100208,7107,3,0,0,캐릭터 지우 (등급4 lv10) = 지우 (등급3 lv10) + (7110) 3개
9062001,12010406,11010406,7108,1,0,0,캐릭터 에리 (등급2 lv1)을 만들기 위해서는 캐릭터 에리 (등급1 lv1) + 완전한 '에리' 캐릭터 조각 모음 1개 가 필요하다.
9062002,12020406,11020406,7108,1,0,0,캐릭터 에리 (등급2 lv2) = 에리 (등급1 lv2) + (7110) 1개
9062003,12030406,11030406,7108,1,0,0,캐릭터 에리 (등급2 lv3) = 에리 (등급1 lv3) + (7110) 1개
9062004,12040406,11040406,7108,1,0,0,캐릭터 에리 (등급2 lv4) = 에리 (등급1 lv4) + (7110) 1개
9062005,12050406,11050406,7108,1,0,0,캐릭터 에리 (등급2 lv5) = 에리 (등급1 lv5) + (7110) 1개
9062006,12060406,11060406,7108,1,0,0,캐릭터 에리 (등급2 lv6) = 에리 (등급1 lv6) + (7110) 1개
9062007,12070406,11070406,7108,1,0,0,캐릭터 에리 (등급2 lv7) = 에리 (등급1 lv7) + (7110) 1개
9062008,12080406,11080406,7108,1,0,0,캐릭터 에리 (등급2 lv8) = 에리 (등급1 lv8) + (7110) 1개
9062009,12090406,11090406,7108,1,0,0,캐릭터 에리 (등급2 lv9) = 에리 (등급1 lv9) + (7110) 1개
9062010,12100406,11100406,7108,1,0,0,캐릭터 에리 (등급2 lv10) = 에리 (등급1 lv10) + (7110) 1개
9063001,13010406,12010406,7108,2,0,0,캐릭터 에리 (등급3 lv1)을 만들기 위해서는 캐릭터 에리 (등급2 lv1) + 완전한 '에리' 캐릭터 조각 모음 2개 가 필요하다.
9063002,13020406,12020406,7108,2,0,0,캐릭터 에리 (등급3 lv2) = 에리 (등급2 lv2) + (7110) 2개
9063003,13030406,12030406,7108,2,0,0,캐릭터 에리 (등급3 lv3) = 에리 (등급2 lv3) + (7110) 2개
9063004,13040406,12040406,7108,2,0,0,캐릭터 에리 (등급3 lv4) = 에리 (등급2 lv4) + (7110) 2개
9063005,13050406,12050406,7108,2,0,0,캐릭터 에리 (등급3 lv5) = 에리 (등급2 lv5) + (7110) 2개
9063006,13060406,12060406,7108,2,0,0,캐릭터 에리 (등급3 lv6) = 에리 (등급2 lv6) + (7110) 2개
9063007,13070406,12070406,7108,2,0,0,캐릭터 에리 (등급3 lv7) = 에리 (등급2 lv7) + (7110) 2개
9063008,13080406,12080406,7108,2,0,0,캐릭터 에리 (등급3 lv8) = 에리 (등급2 lv8) + (7110) 2개
9063009,13090406,12090406,7108,2,0,0,캐릭터 에리 (등급3 lv9) = 에리 (등급2 lv9) + (7110) 2개
9063010,13100406,12100406,7108,2,0,0,캐릭터 에리 (등급3 lv10) = 에리 (등급2 lv10) + (7110) 2개
9064001,14010406,13010406,7108,3,0,0,캐릭터 에리 (등급4 lv1)을 만들기 위해서는 캐릭터 에리 (등급3 lv1) + 완전한 '에리' 캐릭터 조각 모음 3개 가 필요하다.
9064002,14020406,13020406,7108,3,0,0,캐릭터 에리 (등급4 lv2) = 에리 (등급3 lv2) + (7110) 3개
9064003,14030406,13030406,7108,3,0,0,캐릭터 에리 (등급4 lv3) = 에리 (등급3 lv3) + (7110) 3개
9064004,14040406,13040406,7108,3,0,0,캐릭터 에리 (등급4 lv4) = 에리 (등급3 lv4) + (7110) 3개
9064005,14050406,13050406,7108,3,0,0,캐릭터 에리 (등급4 lv5) = 에리 (등급3 lv5) + (7110) 3개
9064006,14060406,13060406,7108,3,0,0,캐릭터 에리 (등급4 lv6) = 에리 (등급3 lv6) + (7110) 3개
9064007,14070406,13070406,7108,3,0,0,캐릭터 에리 (등급4 lv7) = 에리 (등급3 lv7) + (7110) 3개
9064008,14080406,13080406,7108,3,0,0,캐릭터 에리 (등급4 lv8) = 에리 (등급3 lv8) + (7110) 3개
9064009,14090406,13090406,7108,3,0,0,캐릭터 에리 (등급4 lv9) = 에리 (등급3 lv9) + (7110) 3개
9064010,14100406,13100406,7108,3,0,0,캐릭터 에리 (등급4 lv10) = 에리 (등급3 lv10) + (7110) 3개
